bodyId,type,instance,class,somaSide
116436,KCg-m,KCg-m_L,Kenyon_Cell,L
116458,KCab-c,KCab-c_L,Kenyon_Cell,L
116467,KCab-m,KCab-m_R,Kenyon_Cell,R
116518,KCg-m,KCg-m_L,Kenyon_Cell,L
116550,KCg-m,KCg-m_L,Kenyon_Cell,L
116553,KCg-m,KCg-m_L,Kenyon_Cell,L
116895,KCab-c,KCab-c_L,Kenyon_Cell,L
116917,KCg-d,KCg-d_L,Kenyon_Cell,L
116973,KCg-m,KCg-m_L,Kenyon_Cell,L
117016,KCab-c,KCab-c_L,Kenyon_Cell,L
117038,KCab-s,KCab-s_L,Kenyon_Cell,L
117041,KCab-m,KCab-m_R,Kenyon_Cell,R
117051,KCg-m,KCg-m_L,Kenyon_Cell,L
117077,KCab-m,KCab-m_L,Kenyon_Cell,L
117106,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
117108,KCab-c,KCab-c_L,Kenyon_Cell,L
117135,KCg-m,KCg-m_L,Kenyon_Cell,L
117171,KCab-p,KCab-p_L,Kenyon_Cell,L
117192,KCab-p,KCab-p_R,Kenyon_Cell,R
117195,KCab-s,KCab-s_L,Kenyon_Cell,L
117228,KCab-m,KCab-m_R,Kenyon_Cell,R
117243,KCab-s,KCab-s_R,Kenyon_Cell,R
117286,KCg-m,KCg-m_L,Kenyon_Cell,L
117342,KCab-s,KCab-s_R,Kenyon_Cell,R
117370,KCab-s,KCab-s_R,Kenyon_Cell,R
117375,KCab-c,KCab-c_R,Kenyon_Cell,R
117446,KCab-s,KCab-s_R,Kenyon_Cell,R
117495,KCab-c,KCab-c_R,Kenyon_Cell,R
117513,KCg-m,KCg-m_L,Kenyon_Cell,L
117560,KCab-c,KCab-c_L,Kenyon_Cell,L
117660,KCab-m,KCab-m_R,Kenyon_Cell,R
117723,KCab-c,KCab-c_L,Kenyon_Cell,L
117777,KCab-s,KCab-s_R,Kenyon_Cell,R
117811,KCab-p,KCab-p_L,Kenyon_Cell,L
117883,KCab-s,KCab-s_R,Kenyon_Cell,R
117886,KCab-c,KCab-c_R,Kenyon_Cell,R
117936,KCg-d,KCg-d_L,Kenyon_Cell,L
117952,KCg-m,KCg-m_R,Kenyon_Cell,R
118000,KCg-m,KCg-m_L,Kenyon_Cell,L
118007,KCab-m,KCab-m_L,Kenyon_Cell,L
118021,KCab-m,KCab-m_R,Kenyon_Cell,R
118041,KCab-c,KCab-c_R,Kenyon_Cell,R
118080,KCab-s,KCab-s_L,Kenyon_Cell,L
118083,KCab-s,KCab-s_L,Kenyon_Cell,L
118100,KCg-m,KCg-m_L,Kenyon_Cell,L
118184,KCab-p,KCab-p_L,Kenyon_Cell,L
118204,KCab-c,KCab-c_R,Kenyon_Cell,R
118280,KCg-d,KCg-d_L,Kenyon_Cell,L
118341,KCab-p,KCab-p_R,Kenyon_Cell,R
118351,KCab-s,KCab-s_R,Kenyon_Cell,R
118504,KCab-s,KCab-s_R,Kenyon_Cell,R
118507,KCab-c,KCab-c_L,Kenyon_Cell,L
118508,KCg-m,KCg-m_L,Kenyon_Cell,L
118532,KCab-c,KCab-c_R,Kenyon_Cell,R
118569,KCab-p,KCab-p_R,Kenyon_Cell,R
118580,KCa'b'-ap1,KCa'b'-ap1_L,Kenyon_Cell,L
118595,KCab-c,KCab-c_R,Kenyon_Cell,R
118629,KCg-m,KCg-m_R,Kenyon_Cell,R
118636,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
118732,KCg-m,KCg-m_L,Kenyon_Cell,L
118769,KCg-m,KCg-m_R,Kenyon_Cell,R
118825,KCab-c,KCab-c_L,Kenyon_Cell,L
118841,KCab-s,KCab-s_L,Kenyon_Cell,L
119055,KCab-s,KCab-s_L,Kenyon_Cell,L
119101,KCg-m,KCg-m_R,Kenyon_Cell,R
119144,KCg-m,KCg-m_L,Kenyon_Cell,L
119152,KCg-m,KCg-m_L,Kenyon_Cell,L
119160,KCab-c,KCab-c_R,Kenyon_Cell,R
119167,KCg-d,KCg-d_L,Kenyon_Cell,L
119240,KCab-m,KCab-m_L,Kenyon_Cell,L
119278,KCg-m,KCg-m_R,Kenyon_Cell,R
119280,KCg-m,KCg-m_R,Kenyon_Cell,R
119348,KCab-s,KCab-s_L,Kenyon_Cell,L
119411,KCab-m,KCab-m_L,Kenyon_Cell,L
119413,KCab-s,KCab-s_L,Kenyon_Cell,L
119465,KCab-c,KCab-c_L,Kenyon_Cell,L
119468,KCab-m,KCab-m_R,Kenyon_Cell,R
119475,KCg-m,KCg-m_L,Kenyon_Cell,L
119532,KCab-s,KCab-s_L,Kenyon_Cell,L
119536,KCg-m,KCg-m_L,Kenyon_Cell,L
119591,KCg-m,KCg-m_R,Kenyon_Cell,R
119612,KCg-m,KCg-m_L,Kenyon_Cell,L
119632,KCg-m,KCg-m_R,Kenyon_Cell,R
119635,KCab-s,KCab-s_L,Kenyon_Cell,L
119852,KCab-s,KCab-s_R,Kenyon_Cell,R
119901,KCab-p,KCab-p_L,Kenyon_Cell,L
119936,KCg-m,KCg-m_R,Kenyon_Cell,R
120070,KCab-s,KCab-s_L,Kenyon_Cell,L
120094,KCab-m,KCab-m_R,Kenyon_Cell,R
120202,KCab-m,KCab-m_L,Kenyon_Cell,L
120275,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
120291,KCab-s,KCab-s_L,Kenyon_Cell,L
120313,KCg-m,KCg-m_L,Kenyon_Cell,L
120513,KCab-c,KCab-c_L,Kenyon_Cell,L
120567,KCab-s,KCab-s_R,Kenyon_Cell,R
120642,KCg-m,KCg-m_L,Kenyon_Cell,L
120660,KCab-m,KCab-m_L,Kenyon_Cell,L
120689,KCab-m,KCab-m_R,Kenyon_Cell,R
120699,KCab-m,KCab-m_R,Kenyon_Cell,R
120726,KCab-m,KCab-m_R,Kenyon_Cell,R
120781,KCab-c,KCab-c_R,Kenyon_Cell,R
120818,KCg-m,KCg-m_L,Kenyon_Cell,L
120853,KCg-m,KCg-m_L,Kenyon_Cell,L
120894,KCab-s,KCab-s_L,Kenyon_Cell,L
120914,KCab-s,KCab-s_R,Kenyon_Cell,R
120949,KCg-d,KCg-d_R,Kenyon_Cell,R
121079,KCab-c,KCab-c_L,Kenyon_Cell,L
121103,KCg-m,KCg-m_R,Kenyon_Cell,R
121106,KCab-c,KCab-c_L,Kenyon_Cell,L
121122,KCab-m,KCab-m_L,Kenyon_Cell,L
121138,KCab-m,KCab-m_R,Kenyon_Cell,R
121150,KCab-m,KCab-m_R,Kenyon_Cell,R
121241,KCab-m,KCab-m_R,Kenyon_Cell,R
121446,KCab-c,KCab-c_L,Kenyon_Cell,L
121501,KCg-m,KCg-m_L,Kenyon_Cell,L
121597,KCab-c,KCab-c_L,Kenyon_Cell,L
121665,KCab-m,KCab-m_L,Kenyon_Cell,L
121704,KCab-c,KCab-c_L,Kenyon_Cell,L
121712,KCg-m,KCg-m_L,Kenyon_Cell,L
121769,KCab-s,KCab-s_R,Kenyon_Cell,R
121910,KCab-c,KCab-c_L,Kenyon_Cell,L
121966,KCab-c,KCab-c_R,Kenyon_Cell,R
122000,KCab-s,KCab-s_R,Kenyon_Cell,R
122077,KCg-m,KCg-m_L,Kenyon_Cell,L
122089,KCab-s,KCab-s_R,Kenyon_Cell,R
122110,KCab-p,KCab-p_R,Kenyon_Cell,R
122137,KCab-m,KCab-m_R,Kenyon_Cell,R
122226,KCab-m,KCab-m_L,Kenyon_Cell,L
122240,KCab-m,KCab-m_L,Kenyon_Cell,L
122249,KCab-s,KCab-s_R,Kenyon_Cell,R
122275,KCab-m,KCab-m_L,Kenyon_Cell,L
122285,KCg-m,KCg-m_L,Kenyon_Cell,L
122293,KCg-m,KCg-m_R,Kenyon_Cell,R
122326,KCg-m,KCg-m_L,Kenyon_Cell,L
122354,KCg-m,KCg-m_R,Kenyon_Cell,R
122378,KCg-m,KCg-m_L,Kenyon_Cell,L
122463,KCab-s,KCab-s_L,Kenyon_Cell,L
122481,KCg-m,KCg-m_L,Kenyon_Cell,L
122573,KCab-c,KCab-c_R,Kenyon_Cell,R
122595,KCg-m,KCg-m_L,Kenyon_Cell,L
122600,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
122631,KCab-s,KCab-s_R,Kenyon_Cell,R
122647,KCg-d,KCg-d_L,Kenyon_Cell,L
122691,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
122703,KCg-m,KCg-m_L,Kenyon_Cell,L
122865,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
122874,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
122892,KCg-m,KCg-m_R,Kenyon_Cell,R
122979,KCg-m,KCg-m_L,Kenyon_Cell,L
123035,KCab-m,KCab-m_R,Kenyon_Cell,R
123071,KCab-m,KCab-m_L,Kenyon_Cell,L
123107,KCab-m,KCab-m_L,Kenyon_Cell,L
123140,KCab-m,KCab-m_L,Kenyon_Cell,L
123169,KCab-c,KCab-c_R,Kenyon_Cell,R
123241,KCab-m,KCab-m_L,Kenyon_Cell,L
123263,KCg-m,KCg-m_L,Kenyon_Cell,L
123274,KCab-m,KCab-m_L,Kenyon_Cell,L
123280,KCg-m,KCg-m_R,Kenyon_Cell,R
123380,KCab-c,KCab-c_L,Kenyon_Cell,L
123401,KCab-m,KCab-m_R,Kenyon_Cell,R
123404,KCg-m,KCg-m_L,Kenyon_Cell,L
123421,KCg-m,KCg-m_R,Kenyon_Cell,R
123472,KCab-m,KCab-m_L,Kenyon_Cell,L
123477,KCg-m,KCg-m_L,Kenyon_Cell,L
123494,KCg-m,KCg-m_L,Kenyon_Cell,L
123523,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
123544,KCab-s,KCab-s_R,Kenyon_Cell,R
123585,KCg-m,KCg-m_R,Kenyon_Cell,R
123605,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
123648,KCab-m,KCab-m_R,Kenyon_Cell,R
123653,KCab-c,KCab-c_L,Kenyon_Cell,L
123684,KCg-m,KCg-m_L,Kenyon_Cell,L
123749,KCab-c,KCab-c_R,Kenyon_Cell,R
123775,KCab-m,KCab-m_L,Kenyon_Cell,L
123841,KCg-m,KCg-m_L,Kenyon_Cell,L
123894,KCg-m,KCg-m_R,Kenyon_Cell,R
123939,KCab-m,KCab-m_L,Kenyon_Cell,L
123978,KCab-c,KCab-c_L,Kenyon_Cell,L
123997,KCab-c,KCab-c_L,Kenyon_Cell,L
124021,KCg-m,KCg-m_L,Kenyon_Cell,L
124046,KCg-m,KCg-m_L,Kenyon_Cell,L
124055,KCg-m,KCg-m_R,Kenyon_Cell,R
124097,KCg-d,KCg-d_L,Kenyon_Cell,L
124128,KCab-m,KCab-m_L,Kenyon_Cell,L
124211,KCab-m,KCab-m_R,Kenyon_Cell,R
124242,KCg-m,KCg-m_R,Kenyon_Cell,R
124370,KCg-m,KCg-m_L,Kenyon_Cell,L
124376,KCab-p,KCab-p_R,Kenyon_Cell,R
124435,KCab-c,KCab-c_L,Kenyon_Cell,L
124454,KCab-c,KCab-c_L,Kenyon_Cell,L
124605,KCab-m,KCab-m_R,Kenyon_Cell,R
124624,KCab-m,KCab-m_L,Kenyon_Cell,L
124632,KCg-m,KCg-m_R,Kenyon_Cell,R
124685,KCab-m,KCab-m_R,Kenyon_Cell,R
124690,KCg-m,KCg-m_L,Kenyon_Cell,L
124807,KCab-m,KCab-m_L,Kenyon_Cell,L
124937,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
125002,KCab-m,KCab-m_L,Kenyon_Cell,L
125081,KCab-m,KCab-m_R,Kenyon_Cell,R
125185,KCab-s,KCab-s_L,Kenyon_Cell,L
125552,KCg-m,KCg-m_L,Kenyon_Cell,L
125574,KCab-m,KCab-m_L,Kenyon_Cell,L
125644,KCg-d,KCg-d_L,Kenyon_Cell,L
125813,KCg-d,KCg-d_L,Kenyon_Cell,L
125860,KCg-m,KCg-m_R,Kenyon_Cell,R
125908,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
126002,KCg-m,KCg-m_R,Kenyon_Cell,R
126057,KCab-m,KCab-m_L,Kenyon_Cell,L
126084,KCab-m,KCab-m_R,Kenyon_Cell,R
126174,KCab-m,KCab-m_L,Kenyon_Cell,L
126319,KCab-s,KCab-s_L,Kenyon_Cell,L
126390,KCab-c,KCab-c_L,Kenyon_Cell,L
126446,KCab-m,KCab-m_R,Kenyon_Cell,R
126602,KCg-m,KCg-m_R,Kenyon_Cell,R
126673,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
126683,KCab-m,KCab-m_L,Kenyon_Cell,L
126766,KCg-m,KCg-m_L,Kenyon_Cell,L
126779,KCg-m,KCg-m_L,Kenyon_Cell,L
126787,KCab-m,KCab-m_L,Kenyon_Cell,L
126815,KCg-m,KCg-m_L,Kenyon_Cell,L
126945,KCab-c,KCab-c_R,Kenyon_Cell,R
126973,KCg-m,KCg-m_L,Kenyon_Cell,L
127046,KCg-d,KCg-d_R,Kenyon_Cell,R
127047,KCab-m,KCab-m_L,Kenyon_Cell,L
127130,KCg-m,KCg-m_L,Kenyon_Cell,L
127203,KCg-m,KCg-m_L,Kenyon_Cell,L
127225,KCg-m,KCg-m_L,Kenyon_Cell,L
127326,KCab-m,KCab-m_L,Kenyon_Cell,L
127366,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
127372,KCg-m,KCg-m_L,Kenyon_Cell,L
127397,KCg-m,KCg-m_R,Kenyon_Cell,R
127463,KCab-c,KCab-c_L,Kenyon_Cell,L
127471,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
127577,KCg-d,KCg-d_L,Kenyon_Cell,L
127593,KCg-m,KCg-m_L,Kenyon_Cell,L
127739,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
127944,KCg-m,KCg-m_L,Kenyon_Cell,L
127980,KCg-m,KCg-m_L,Kenyon_Cell,L
128075,KCab-s,KCab-s_L,Kenyon_Cell,L
128085,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
128097,KCg-m,KCg-m_L,Kenyon_Cell,L
128212,KCab-m,KCab-m_L,Kenyon_Cell,L
128352,KCg-m,KCg-m_L,Kenyon_Cell,L
128366,KCab-m,KCab-m_L,Kenyon_Cell,L
128467,KCab-c,KCab-c_L,Kenyon_Cell,L
128471,KCg-m,KCg-m_L,Kenyon_Cell,L
128565,KCab-s,KCab-s_L,Kenyon_Cell,L
128591,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
128604,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
128731,KCab-c,KCab-c_L,Kenyon_Cell,L
128743,KCab-s,KCab-s_L,Kenyon_Cell,L
128794,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
128858,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
128866,KCab-c,KCab-c_L,Kenyon_Cell,L
128873,KCab-m,KCab-m_L,Kenyon_Cell,L
128901,KCg-m,KCg-m_L,Kenyon_Cell,L
128925,KCg-d,KCg-d_R,Kenyon_Cell,R
128929,KCg-m,KCg-m_L,Kenyon_Cell,L
128942,KCab-c,KCab-c_L,Kenyon_Cell,L
129022,KCab-p,KCab-p_L,Kenyon_Cell,L
129027,KCab-s,KCab-s_R,Kenyon_Cell,R
129122,KCab-s,KCab-s_L,Kenyon_Cell,L
129189,KCg-m,KCg-m_R,Kenyon_Cell,R
129287,KCg-m,KCg-m_R,Kenyon_Cell,R
129292,KCab-c,KCab-c_R,Kenyon_Cell,R
129301,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
129321,KCg-m,KCg-m_R,Kenyon_Cell,R
129330,KCab-s,KCab-s_R,Kenyon_Cell,R
129608,KCab-c,KCab-c_L,Kenyon_Cell,L
129627,KCg-m,KCg-m_L,Kenyon_Cell,L
129659,KCab-p,KCab-p_L,Kenyon_Cell,L
129798,KCab-s,KCab-s_L,Kenyon_Cell,L
129866,KCg-m,KCg-m_L,Kenyon_Cell,L
129892,KCab-m,KCab-m_R,Kenyon_Cell,R
129897,KCab-c,KCab-c_L,Kenyon_Cell,L
129903,KCg-m,KCg-m_R,Kenyon_Cell,R
129965,KCg-m,KCg-m_R,Kenyon_Cell,R
130231,KCg-d,KCg-d_L,Kenyon_Cell,L
130317,KCg-m,KCg-m_R,Kenyon_Cell,R
130324,KCg-m,KCg-m_L,Kenyon_Cell,L
130392,KCab-s,KCab-s_R,Kenyon_Cell,R
130403,KCg-m,KCg-m_R,Kenyon_Cell,R
130429,KCab-c,KCab-c_L,Kenyon_Cell,L
130439,KCg-m,KCg-m_L,Kenyon_Cell,L
130521,KCab-c,KCab-c_L,Kenyon_Cell,L
130531,KCab-m,KCab-m_L,Kenyon_Cell,L
130556,KCg-m,KCg-m_L,Kenyon_Cell,L
130580,KCg-m,KCg-m_L,Kenyon_Cell,L
130603,KCg-m,KCg-m_R,Kenyon_Cell,R
130796,KCab-m,KCab-m_R,Kenyon_Cell,R
130806,KCg-m,KCg-m_R,Kenyon_Cell,R
130825,KCab-c,KCab-c_L,Kenyon_Cell,L
130875,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
130907,KCg-m,KCg-m_R,Kenyon_Cell,R
130920,KCg-m,KCg-m_L,Kenyon_Cell,L
130950,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
130972,KCg-m,KCg-m_L,Kenyon_Cell,L
131008,KCab-m,KCab-m_R,Kenyon_Cell,R
131100,KCg-m,KCg-m_R,Kenyon_Cell,R
131101,KCab-c,KCab-c_R,Kenyon_Cell,R
131198,KCg-m,KCg-m_L,Kenyon_Cell,L
131212,KCab-m,KCab-m_L,Kenyon_Cell,L
131268,KCg-m,KCg-m_L,Kenyon_Cell,L
131293,KCg-m,KCg-m_R,Kenyon_Cell,R
131332,KCg-m,KCg-m_L,Kenyon_Cell,L
131358,KCab-c,KCab-c_L,Kenyon_Cell,L
131359,KCab-c,KCab-c_L,Kenyon_Cell,L
131373,KCg-m,KCg-m_L,Kenyon_Cell,L
131423,KCg-m,KCg-m_L,Kenyon_Cell,L
131461,KCab-m,KCab-m_R,Kenyon_Cell,R
131495,KCab-m,KCab-m_L,Kenyon_Cell,L
131539,KCab-m,KCab-m_L,Kenyon_Cell,L
131597,KCg-m,KCg-m_L,Kenyon_Cell,L
131620,KCg-m,KCg-m_L,Kenyon_Cell,L
131662,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
131765,KCab-c,KCab-c_L,Kenyon_Cell,L
131797,KCab-s,KCab-s_L,Kenyon_Cell,L
131936,KCab-m,KCab-m_L,Kenyon_Cell,L
131946,KCg-m,KCg-m_R,Kenyon_Cell,R
131954,KCg-m,KCg-m_L,Kenyon_Cell,L
131964,KCab-s,KCab-s_R,Kenyon_Cell,R
132006,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
132048,KCab-c,KCab-c_R,Kenyon_Cell,R
132051,KCg-m,KCg-m_L,Kenyon_Cell,L
132066,KCab-c,KCab-c_L,Kenyon_Cell,L
132117,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
132230,KCg-m,KCg-m_R,Kenyon_Cell,R
132312,KCg-m,KCg-m_R,Kenyon_Cell,R
132410,KCab-m,KCab-m_L,Kenyon_Cell,L
132467,KCg-m,KCg-m_L,Kenyon_Cell,L
132539,KCab-s,KCab-s_L,Kenyon_Cell,L
132598,KCg-m,KCg-m_L,Kenyon_Cell,L
132622,KCab-p,KCab-p_L,Kenyon_Cell,L
132649,KCab-p,KCab-p_R,Kenyon_Cell,R
132661,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
132747,KCg-m,KCg-m_L,Kenyon_Cell,L
132791,KCab-s,KCab-s_R,Kenyon_Cell,R
132800,KCab-m,KCab-m_L,Kenyon_Cell,L
132804,KCa'b'-ap1,KCa'b'-ap1_R,Kenyon_Cell,R
132857,KCa'b'-ap1,KCa'b'-ap1_L,Kenyon_Cell,L
132887,KCab-s,KCab-s_R,Kenyon_Cell,R
132896,KCab-s,KCab-s_L,Kenyon_Cell,L
132912,KCab-m,KCab-m_L,Kenyon_Cell,L
132978,KCg-m,KCg-m_L,Kenyon_Cell,L
133053,KCg-m,KCg-m_R,Kenyon_Cell,R
133066,KCg-m,KCg-m_L,Kenyon_Cell,L
133083,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
133100,KCab-c,KCab-c_R,Kenyon_Cell,R
133102,KCab-p,KCab-p_L,Kenyon_Cell,L
133165,KCab-c,KCab-c_L,Kenyon_Cell,L
133214,KCg-m,KCg-m_R,Kenyon_Cell,R
133249,KCg-m,KCg-m_L,Kenyon_Cell,L
133250,KCab-s,KCab-s_R,Kenyon_Cell,R
133256,KCab-s,KCab-s_L,Kenyon_Cell,L
133281,KCab-m,KCab-m_L,Kenyon_Cell,L
133308,KCab-m,KCab-m_L,Kenyon_Cell,L
133316,KCg-m,KCg-m_L,Kenyon_Cell,L
133334,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
133363,KCab-s,KCab-s_L,Kenyon_Cell,L
133427,MBON10,MBON10(B'1)_R,MBON,R
133435,KCg-m,KCg-m_L,Kenyon_Cell,L
133479,KCg-m,KCg-m_L,Kenyon_Cell,L
133500,KCg-m,KCg-m_L,Kenyon_Cell,L
133549,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
133550,KCg-m,KCg-m_L,Kenyon_Cell,L
133564,KCg-m,KCg-m_L,Kenyon_Cell,L
133570,KCab-c,KCab-c_L,Kenyon_Cell,L
133583,KCab-m,KCab-m_L,Kenyon_Cell,L
133607,KCg-m,KCg-m_L,Kenyon_Cell,L
133630,KCg-m,KCg-m_L,Kenyon_Cell,L
133642,KCg-m,KCg-m_R,Kenyon_Cell,R
133671,KCg-m,KCg-m_R,Kenyon_Cell,R
133709,KCab-c,KCab-c_L,Kenyon_Cell,L
133727,KCab-c,KCab-c_R,Kenyon_Cell,R
133806,KCg-m,KCg-m_R,Kenyon_Cell,R
133864,KCab-s,KCab-s_L,Kenyon_Cell,L
133873,KCab-m,KCab-m_L,Kenyon_Cell,L
134059,KCg-m,KCg-m_L,Kenyon_Cell,L
134161,KCg-m,KCg-m_L,Kenyon_Cell,L
134216,KCg-m,KCg-m_R,Kenyon_Cell,R
134256,KCg-m,KCg-m_L,Kenyon_Cell,L
134271,KCab-c,KCab-c_L,Kenyon_Cell,L
134357,KCab-c,KCab-c_R,Kenyon_Cell,R
134359,KCg-m,KCg-m_R,Kenyon_Cell,R
134430,KCg-m,KCg-m_L,Kenyon_Cell,L
134438,KCab-c,KCab-c_L,Kenyon_Cell,L
134523,KCab-c,KCab-c_L,Kenyon_Cell,L
134660,KCg-m,KCg-m_R,Kenyon_Cell,R
134731,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
134742,KCg-m,KCg-m_L,Kenyon_Cell,L
134789,KCab-m,KCab-m_L,Kenyon_Cell,L
134859,KCa'b'-m,KCa'b'-m_L,Kenyon_Cell,L
134865,KCg-m,KCg-m_L,Kenyon_Cell,L
134883,KCg-m,KCg-m_R,Kenyon_Cell,R
134891,KCab-c,KCab-c_R,Kenyon_Cell,R
134965,KCg-m,KCg-m_L,Kenyon_Cell,L
135013,KCab-m,KCab-m_L,Kenyon_Cell,L
135092,KCa'b'-m,KCa'b'-m_R,Kenyon_Cell,R
135158,KCg-m,KCg-m_L,Kenyon_Cell,L
135219,KCg-d,KCg-d_L,Kenyon_Cell,L
135238,KCg-m,KCg-m_R,Kenyon_Cell,R
135241,KCg-d,KCg-d_L,Kenyon_Cell,L
135247,KCab-s,KCab-s_R,Kenyon_Cell,R
135265,KCab-m,KCab-m_R,Kenyon_Cell,R
135354,KCab-p,KCab-p_L,Kenyon_Cell,L
135362,KCg-m,KCg-m_R,Kenyon_Cell,R
135363,KCg-m,KCg-m_L,Kenyon_Cell,L
135421,KCg-d,KCg-d_R,Kenyon_Cell,R
135480,KCg-m,KCg-m_L,Kenyon_Cell,L
135506,KCg-m,KCg-m_L,Kenyon_Cell,L
135567,KCab-m,KCab-m_L,Kenyon_Cell,L
135614,KCab-s,KCab-s_R,Kenyon_Cell,R
135662,KCg-d,KCg-d_L,Kenyon_Cell,L
135739,KCg-m,KCg-m_R,Kenyon_Cell,R
135773,KCg-m,KCg-m_L,Kenyon_Cell,L
135783,KCg-m,KCg-m_L,Kenyon_Cell,L
135825,KCg-m,KCg-m_L,Kenyon_Cell,L
135847,KCg-m,KCg-m_L,Kenyon_Cell,L
135866,KCab-c,KCab-c_R,Kenyon_Cell,R
135883,KCg-m,KCg-m_L,Kenyon_Cell,L
135897,KCg-d,KCg-d_L,Kenyon_Cell,L
135993,KCab-m,KCab-m_R,Kenyon_Cell,R
136044,KCab-m,KCab-m_R,Kenyon_Cell,R
136046,KCg-d,KCg-d_L,Kenyon_Cell,L
136048,KCab-p,KCab-p_L,Kenyon_Cell,L
136101,KCg-m,KCg-m_L,Kenyon_Cell,L
136127,KCg-m,KCg-m_L,Kenyon_Cell,L
136153,KCab-m,KCab-m_L,Kenyon_Cell,L
136196,KCab-p,KCab-p_L,Kenyon_Cell,L
136208,KCg-m,KCg-m_R,Kenyon_Cell,R
136233,KCab-s,KCab-s_L,Kenyon_Cell,L
136240,KCg-m,KCg-m_R,Kenyon_Cell,R
136258,KCab-c,KCab-c_L,Kenyon_Cell,L
136310,KCg-m,KCg-m_R,Kenyon_Cell,R
136327,KCab-m,KCab-m_L,Kenyon_Cell,L
136345,KCab-m,KCab-m_L,Kenyon_Cell,L
136428,KCab-c,KCab-c_L,Kenyon_Cell,L
136435,KCab-c,KCab-c_L,Kenyon_Cell,L
136459,KCg-m,KCg-m_R,Kenyon_Cell,R
136461,KCab-m,KCab-m_L,Kenyon_Cell,L
136525,KCg-m,KCg-m_L,Kenyon_Cell,L
136531,KCg-m,KCg-m_R,Kenyon_Cell,R
136570,KCg-m,KCg-m_R,Kenyon_Cell,R
136581,KCg-m,KCg-m_L,Kenyon_Cell,L
136705,KCg-m,KCg-m_L,Kenyon_Cell,L
136825,KCab-m,KCab-m_R,Kenyon_Cell,R
136873,KCab-c,KCab-c_R,Kenyon_Cell,R
136896,KCg-m,KCg-m_L,Kenyon_Cell,L
136912,KCg-d,KCg-d_L,Kenyon_Cell,L
136943,KCg-m,KCg-m_L,Kenyon_Cell,L
136988,KCg-m,KCg-m_L,Kenyon_Cell,L
137008,KCab-c,KCab-c_L,Kenyon_Cell,L
137021,KCa'b'-ap2,KCa'b'-ap2_L,Kenyon_Cell,L
137029,KCab-m,KCab-m_R,Kenyon_Cell,R
137044,KCab-s,KCab-s_L,Kenyon_Cell,L
137061,KCg-m,KCg-m_L,Kenyon_Cell,L
137072,KCg-m,KCg-m_L,Kenyon_Cell,L
137174,KCg-m,KCg-m_L,Kenyon_Cell,L
137233,KCab-c,KCab-c_L,Kenyon_Cell,L
137235,KCab-s,KCab-s_R,Kenyon_Cell,R
137257,KCab-p,KCab-p_L,Kenyon_Cell,L
137283,KCg-d,KCg-d_L,Kenyon_Cell,L
137302,KCg-d,KCg-d_L,Kenyon_Cell,L
137438,KCg-m,KCg-m_L,Kenyon_Cell,L
137484,KCg-m,KCg-m_L,Kenyon_Cell,L
137541,KCa'b'-ap2,KCa'b'-ap2_R,Kenyon_Cell,R
137546,KCg-m,KCg-m_L,Kenyon_Cell,L
137734,KCab-c,KCab-c_L,Kenyon_Cell,L
137789,KCg-m,KCg-m_L,Kenyon_Cell,L
137837,KCab-p,KCab-p_L,Kenyon_Cell,L
